shared,SOG_ID,OG_ID,V.destructor,V.jacobsoni,T.mercedesae,M.occidentalis,I.scapularis,T.urticae,AncestralClade,GOTerms
6,ABCT,ABCT-0011,LOC111252557,LOC111265622,maker-scaffold0000010838-augustus-gene-0*25-mRNA-1,LOC100907350,IscW_ISCW019950,LOC107361131,ROOT,GO:0005524;GO:0004672;GO:0006468
6,ADWB,ADWB-0001,LOC111252563,LOC111264729,maker-scaffold0000021842-augustus-gene-0*7-mRNA-1,LOC100907919,IscW_ISCW005788,LOC107361601,ROOT,GO:0098588;GO:0032501;GO:0050794;GO:0044446;GO:0005768;GO:0016192;GO:0048518;GO:0008104;GO:0098805;GO:0016043;GO:0065008;GO:0005886;GO:0046907;GO:0043231;GO:0005515
6,ABHE,ABHE-0004,LOC111252565,LOC111270733,maker-scaffold0000014590-augustus-gene-0*48-mRNA-1,LOC100900927,IscW_ISCW008598,LOC107368968,ROOT,GO:0005509
6,ABTH,ABTH-0001,LOC111252566,LOC111262668,genemark-scaffold0000019649-processed-gene-0*6-mRNA-1,LOC100907935,IscW_ISCW013869,LOC107370109,ROOT,GO:0018149;GO:0003810
6,ABNP,ABNP-0003,LOC111252568,LOC111260263,maker-scaffold0000003912-augustus-gene-0*19-mRNA-1,LOC100907575,IscW_ISCW021784,LOC107364171,ROOT,GO:0005829;GO:0097440;GO:0005935;GO:0030011;GO:0007286;GO:0005776;GO:0019904;GO:0005886;GO:0071397;GO:0030054;GO:0005545;GO:0006699;GO:0044128;GO:0008142;GO:0070273;GO:0015918;GO:0005654;GO:0000138;GO:0006887;GO:0000139;GO:0005730;GO:0005789;GO:0010506;GO:0031965;GO:0016192;GO:0035621;GO:0034727;GO:0015485;GO:0015248;GO:0006897;GO:0097038;GO:0005769;GO:0032541;GO:0031982;GO:1901800;GO:0071561
6,ABCD,ABCD-0016,LOC111252570,LOC111272259,maker-scaffold0000000054-augustus-gene-0*51-mRNA-1,LOC100908056,IscW_ISCW009051,LOC107360505,ROOT,GO:0006508;GO:0004252
6,ABFM,ABFM-0003,LOC111252572,LOC111258901,maker-scaffold0000015903-augustus-gene-0*43-mRNA-1,LOC100908843,IscW_ISCW003334,LOC107362930,ROOT,GO:0022848;GO:0045211;GO:0004888;GO:0016021;GO:0034220
6,ABFM,ABFM-0007,LOC111252573,LOC111258922,maker-scaffold0000002850-augustus-gene-0*60-mRNA-1,LOC100908984,IscW_ISCW008451,LOC107362926,ROOT,GO:0022848;GO:0045211;GO:0004888;GO:0016021;GO:0034220
6,ABCO,ABCO-0023,LOC111252574,LOC111263758,genemark-scaffold0000017224-processed-gene-0*1-mRNA-1,LOC100900312,IscW_ISCW021080,LOC107367062,ROOT,GO:0005634;GO:0043565;GO:0003700;GO:0006355
6,AFNM,AFNM-0001,LOC111252575,LOC111265350,maker-scaffold0000020081-augustus-gene-0*25-mRNA-1,LOC100897778,IscW_ISCW000210,LOC107369229,ROOT,NA
6,AIHM,AIHM-0001,LOC111252578,LOC111271594,maker-scaffold0000003898-augustus-gene-0*48-mRNA-1,LOC100905638,IscW_ISCW024660,LOC107366120,ROOT,GO:0007509;GO:0018279;GO:0040003;GO:0030176;GO:0007368;GO:0007009;GO:0007379;GO:0019991;GO:0007030;GO:0009953;GO:0006488;GO:0004581;GO:0010004;GO:0007029;GO:0004576;GO:0006493
6,ABCE,ABCE-0010,LOC111252580,LOC111265704,augustus-scaffold0000009676-processed-gene-0*15-mRNA-1,LOC100901411,IscW_ISCW010580,LOC107360174,ROOT,GO:0055114;GO:0005506;GO:0020037;GO:0016705
6,ACZI,ACZI-0002,LOC111252583,LOC111263733,maker-scaffold0000008528-augustus-gene-0*25-mRNA-1,LOC100906622,IscW_ISCW007687,LOC107370302,ROOT,GO:0005576;GO:0006030;GO:0008061
6,ACHP,ACHP-0002,LOC111252584,LOC111262996,maker-scaffold0000024550-augustus-gene-0*90-mRNA-1,LOC100907059,IscW_ISCW006133,LOC107368578,ROOT,GO:0006508;GO:0004222;GO:0005515
6,ABNX,ABNX-0004,LOC111252586,LOC111263052,maker-scaffold0000003174-augustus-gene-0*25-mRNA-1,LOC100902361,IscW_ISCW024594,LOC107359687,ROOT,GO:0009072;GO:0055114;GO:0016714;GO:0005506
6,ACKO,ACKO-0001,LOC111252587,LOC111263053,genemark-scaffold0000008870-processed-gene-0*1-mRNA-1,LOC100907096,IscW_ISCW023064,LOC107365536,ROOT,NA
6,AEIZ,AEIZ-0002,LOC111252589,LOC111262411,maker-scaffold0000006589-augustus-gene-0*20-mRNA-1,LOC100904969,IscW_ISCW013425,LOC107368378,ROOT,GO:0006904
6,AEWI,AEWI-0001,LOC111252594,LOC111267020,maker-scaffold0000033994-augustus-gene-0*56-mRNA-1,LOC100908943,IscW_ISCW018044,LOC107364886,ROOT,GO:0003676;GO:0005524;GO:0006430;GO:0004824;GO:0005737
6,AONU,AONU-0001,LOC111252598,LOC111263729,maker-scaffold0000008528-augustus-gene-0*23-mRNA-1,LOC100906331,IscW_ISCW013612,LOC107362688,ROOT,GO:0044424;GO:0044267;GO:0050794
6,AILR,AILR-0001,LOC111252604,LOC111265663,maker-scaffold0000003838-augustus-gene-0*75-mRNA-1,LOC100901213,IscW_ISCW017553,LOC107369969,ROOT,GO:0016020
6,AISC,AISC-0001,LOC111252607,LOC111272090,genemark-scaffold0000031760-processed-gene-0*5-mRNA-1,LOC100899765,IscW_ISCW009512,LOC107359289,ROOT,GO:0044446;GO:0045087;GO:0005739;GO:0005634;GO:0007178;GO:0005515;GO:0006357
6,ABJT,ABJT-0005,LOC111252608,LOC111265135,augustus-scaffold0000022602-processed-gene-0*46-mRNA-1,LOC100905748,IscW_ISCW023166,LOC107364170,ROOT,NA
6,ABJT,ABJT-0004,LOC111252609,LOC111273224,maker-scaffold0000008190-augustus-gene-0*18-mRNA-1,LOC108863706,IscW_ISCW023162,LOC107364449,ROOT,NA
6,ADMW,ADMW-0002,LOC111252611,LOC111264830,genemark-scaffold0000009264-processed-gene-0*3-mRNA-1,LOC100907165,IscW_ISCW019441,LOC107365599,ROOT,GO:0048268;GO:0071439;GO:0005198;GO:0032051;GO:0030130;GO:0016192;GO:0006886;GO:0030132
6,ADBI,ADBI-0002,LOC111252613,LOC111264834,maker-scaffold0000019171-augustus-gene-0*14-mRNA-1,LOC100899047,IscW_ISCW011110,LOC107367823,ROOT,GO:0007275;GO:0005829;GO:0019706;GO:0018345;GO:1903146;GO:0005783;GO:0001736;GO:0045177;GO:0005886;GO:1903955;GO:0030425;GO:0031224;GO:0007626;GO:0000139;GO:0034380;GO:0005739;GO:0005515
6,ABKT,ABKT-0002,LOC111252615,LOC111266332,maker-scaffold0000010487-augustus-gene-0*10-mRNA-1,LOC100907842,IscW_ISCW004365,LOC107370257,ROOT,GO:0005975;GO:0016757
6,AFKQ,AFKQ-0001,LOC111252619,LOC111265651,genemark-scaffold0000007965-processed-gene-0*3-mRNA-1,LOC100899180,IscW_ISCW007971,LOC107363774,ROOT,GO:0031152;GO:0048102;GO:0000331;GO:0005730;GO:0006907;GO:0008283;GO:0033298;GO:0005515;GO:0098609;GO:0006971;GO:0007030;GO:0000421;GO:0007566;GO:0006887;GO:0034329;GO:0007029;GO:0000407;GO:1902902;GO:0005789
6,AHSW,AHSW-0001,LOC111252621,LOC111265134,augustus-scaffold0000026701-processed-gene-0*17-mRNA-1,LOC100899882,IscW_ISCW012626,LOC107372095,ROOT,GO:0070062;GO:0005515
6,ABHE,ABHE-0007,LOC111252624,LOC111272096,maker-scaffold0000012054-augustus-gene-0*15-mRNA-1,LOC100905347,IscW_ISCW015998,LOC107371742,ROOT,GO:0005509
6,ACFI,ACFI-0002,LOC111252625,LOC111271917,genemark-scaffold0000030905-processed-gene-0*5-mRNA-1,LOC100899918,IscW_ISCW016537,LOC107362667,ROOT,GO:0046983;GO:0003677;GO:0006355
6,AFKS,AFKS-0001,LOC111252627,LOC111271921,maker-scaffold0000025764-augustus-gene-0*74-mRNA-1,LOC100900874,IscW_ISCW020275,LOC107366817,ROOT,NA
6,AHLP,AHLP-0001,LOC111252629,LOC111271405,maker-scaffold0000005977-augustus-gene-0*22-mRNA-1,LOC100908404,IscW_ISCW024082,LOC107370170,ROOT,GO:0003676
6,ACRS,ACRS-0001,LOC111252631,LOC111266660,maker-scaffold0000026355-augustus-gene-0*71-mRNA-1,LOC100906019,IscW_ISCW017442,LOC107365068,ROOT,GO:0035556;GO:0005524;GO:0004672;GO:0006468
6,ACOD,ACOD-0003,LOC111252632,LOC111272998,maker-scaffold0000029584-augustus-gene-0*41-mRNA-1,LOC100899109,IscW_ISCW023781,LOC107372312,ROOT,GO:0000155;GO:0016020;GO:0000160;GO:0005249;GO:0006813;GO:0055085
6,AJNC,AJNC-0001,LOC111252643,LOC111264176,maker-scaffold0000034000-augustus-gene-0*23-mRNA-1,LOC100903014,IscW_ISCW023508,LOC107360426,ROOT,GO:0008083
6,ABCR,ABCR-0001,LOC111252646,LOC111258790,augustus-scaffold0000022105-processed-gene-0*9-mRNA-1,LOC100904660,IscW_ISCW000042,LOC107365959,ROOT,GO:0016747
6,ABPM,ABPM-0002,LOC111252647,LOC111267035,maker-scaffold0000000241-augustus-gene-0*36-mRNA-1,LOC100905548,IscW_ISCW008779,LOC107361461,ROOT,GO:0016021;GO:0008528;GO:0007186;GO:0005509;GO:0004930
6,ADZV,ADZV-0001,LOC111252650,LOC111269003,genemark-scaffold0000032996-processed-gene-0*2-mRNA-1,LOC100897434,IscW_ISCW021152,LOC107365316,ROOT,GO:0005509
6,AJBD,AJBD-0001,LOC111252651,LOC111270710,maker-scaffold0000018347-augustus-gene-0*26-mRNA-1,LOC108864946,IscW_ISCW001944,LOC107364627,ROOT,NA
6,ABJH,ABJH-0001,LOC111252653,LOC111265660,maker-scaffold0000003838-augustus-gene-0*74-mRNA-1,LOC100902845,IscW_ISCW001425,LOC107369180,ROOT,GO:0003333;GO:0015171;GO:0016020
6,ABCE,ABCE-0023,LOC111252654,LOC111259234,augustus-scaffold0000013246-processed-gene-0*22-mRNA-1,LOC100899251,IscW_ISCW022703,LOC107362192,ROOT,GO:0055114;GO:0005506;GO:0020037;GO:0016705
6,ABDO,ABDO-0004,LOC111252657,LOC111265515,maker-scaffold0000002374-augustus-gene-0*24-mRNA-1,LOC100899191,IscW_ISCW007981,LOC107372303,ROOT,GO:0006513;GO:0061186;GO:0005829;GO:0061631;GO:0031625;GO:0035458;GO:0043951;GO:0042802;GO:0070936;GO:0005783;GO:0030433;GO:1904153;GO:0005524;GO:0061630;GO:0006270;GO:0070062;GO:0031939;GO:0000082;GO:0070534;GO:0016607;GO:0018279
6,ADIR,ADIR-0001,LOC111252659,LOC111267418,maker-scaffold0000003154-augustus-gene-0*14-mRNA-1,LOC100897315,IscW_ISCW020935,LOC107359999,ROOT,GO:0030054;GO:0044444;GO:0044425;GO:0001654;GO:0005515;GO:0098609;GO:0048666;GO:0009653;GO:0016043;GO:0050896;GO:0120025;GO:0005886;GO:0050794;GO:0044421
6,ADUY,ADUY-0001,LOC111252660,LOC111260251,augustus-scaffold0000019334-processed-gene-0*11-mRNA-1,LOC100902573,IscW_ISCW015856,LOC107363514,ROOT,GO:0005515
6,ABDI,ABDI-0003,LOC111252661,LOC111260250,genemark-scaffold0000026569-processed-gene-0*11-mRNA-1,LOC100902716,IscW_ISCW003096,LOC107361766,ROOT,GO:0043565;GO:0006355
6,ABCE,ABCE-0011,LOC111252664,LOC111259235,maker-scaffold0000015432-augustus-gene-0*28-mRNA-1,LOC100902596,IscW_ISCW010786,LOC107369959,ROOT,GO:0055114;GO:0005506;GO:0020037;GO:0016705
6,AETL,AETL-0001,LOC111252665,LOC111270216,maker-scaffold0000003328-augustus-gene-0*25-mRNA-1,LOC100904646,IscW_ISCW019990,LOC107372272,ROOT,GO:0005515
6,ABGH,ABGH-0004,LOC111252666,LOC111265144,maker-scaffold0000028335-augustus-gene-0*22-mRNA-1,LOC100900463,IscW_ISCW005863,LOC107360855,ROOT,GO:0005576;GO:0006030;GO:0008061
6,AGQP,AGQP-0001,LOC111252667,LOC111263054,maker-scaffold0000007984-augustus-gene-0*23-mRNA-1,LOC100909287,IscW_ISCW013665,LOC107361964,ROOT,GO:0016758;GO:0005975;GO:0016020
6,ACGP,ACGP-0001,LOC111252668,LOC111265400,augustus-scaffold0000004880-processed-gene-0*3-mRNA-1,LOC100897166,IscW_ISCW005629,LOC107370845,ROOT,GO:0016192;GO:0030123;GO:0006886;GO:0005488
6,ABDL,ABDL-0014,LOC111252670,LOC111271690,maker-scaffold0000008575-augustus-gene-0*37-mRNA-1,LOC100897895,IscW_ISCW021388,LOC107361829,ROOT,GO:0005524;GO:0006468;GO:0007165;GO:0004674
6,AHWC,AHWC-0001,LOC111252671,LOC111271691,maker-scaffold0000008575-augustus-gene-0*36-mRNA-1,LOC100898041,IscW_ISCW006712,LOC107364296,ROOT,GO:0051260;GO:0005515
6,AIMW,AIMW-0001,LOC111252672,LOC111265401,maker-scaffold0000010378-augustus-gene-0*12-mRNA-1,LOC100897703,IscW_ISCW012182,LOC107370329,ROOT,GO:0016021
6,AIRX,AIRX-0001,LOC111252675,LOC111268232,maker-scaffold0000005796-augustus-gene-0*19-mRNA-1,LOC100902563,IscW_ISCW014702,LOC107362025,ROOT,GO:0000055;GO:0032092;GO:0043023;GO:0005654;GO:0003723;GO:0016020;GO:1902680;GO:0022625;GO:0030674;GO:1904751;GO:0005730
6,AHKN,AHKN-0001,LOC111252678,LOC111261924,genemark-scaffold0000034154-processed-gene-0*11-mRNA-1,LOC100901115,IscW_ISCW019448,LOC107366784,ROOT,GO:0005578;GO:0043395;GO:0016020
6,ADOV,ADOV-0001,LOC111252683,LOC111259237,maker-scaffold0000001581-augustus-gene-0*7-mRNA-1,LOC100907321,IscW_ISCW005009,LOC107361924,ROOT,GO:0016021
6,AFSP,AFSP-0001,LOC111252686,LOC111267368,augustus-scaffold0000008773-processed-gene-0*12-mRNA-1,LOC100902890,IscW_ISCW003471,LOC107361759,ROOT,GO:0003676
6,AGTZ,AGTZ-0001,LOC111252687,LOC111259318,genemark-scaffold0000021756-processed-gene-0*3-mRNA-1,LOC100905218,IscW_ISCW005563,LOC107363321,ROOT,GO:0051539;GO:0009107;GO:0016992
6,AERX,AERX-0001,LOC111252691,LOC111268216,maker-scaffold0000005689-augustus-gene-0*10-mRNA-1,LOC100909048,IscW_ISCW008711,LOC107369743,ROOT,GO:0046983;GO:0003677
6,ABJO,ABJO-0005,LOC111252692,LOC111269730,augustus-scaffold0000005833-processed-gene-0*7-mRNA-1,LOC100899927,IscW_ISCW022876,LOC107362416,ROOT,GO:0006470;GO:0043169;GO:0004722
6,AGRZ,AGRZ-0001,LOC111252693,LOC111266394,maker-scaffold0000025773-augustus-gene-1*125-mRNA-1,LOC100905753,IscW_ISCW007305,LOC107371346,ROOT,GO:0003676;GO:0008168;GO:0032259
6,AHFY,AHFY-0001,LOC111252697,LOC111266383,maker-scaffold0000025773-exonerate_est2genome-gene-1*3-mRNA-1,LOC100906980,IscW_ISCW022447,LOC107368402,ROOT,GO:0005524;GO:0005694;GO:0000737;GO:0003677;GO:0003824
6,ADXH,ADXH-0001,LOC111252698,LOC111264399,maker-scaffold0000030914-augustus-gene-0*34-mRNA-1,LOC100904376,IscW_ISCW001830,LOC107368350,ROOT,GO:1902017;GO:0030659;GO:0005829;GO:0005096;GO:0045944;GO:0005768;GO:0023051;GO:0042470;GO:0017137;GO:1901096;GO:0005776;GO:0034499;GO:0005576;GO:0043547;GO:0005739;GO:0005856
6,AEIZ,AEIZ-0001,LOC111252700,LOC111264401,maker-scaffold0000012804-augustus-gene-0*5-mRNA-1,LOC100906999,IscW_ISCW000790,LOC107360650,ROOT,GO:0006904
6,AFUG,AFUG-0001,LOC111252702,LOC111264402,maker-scaffold0000030914-augustus-gene-0*32-mRNA-1,LOC100897408,IscW_ISCW017374,LOC107360411,ROOT,GO:0005622;GO:0030837;GO:0003779
6,AEDH,AEDH-0001,LOC111252703,LOC111272247,genemark-scaffold0000006446-processed-gene-0*1-mRNA-1,LOC100907388,IscW_ISCW023088,LOC107359683,ROOT,GO:0032880;GO:0008201;GO:0030667;GO:0016021;GO:0051046;GO:0048471;GO:0031901;GO:0005886;GO:0005215;GO:0018992
6,ACBU,ACBU-0002,LOC111252704,LOC111266327,maker-scaffold0000031360-augustus-gene-0*45-mRNA-1,LOC100908881,IscW_ISCW011271,LOC107368241,ROOT,GO:0003677;GO:0006355
6,ABCN,ABCN-0004,LOC111252708,LOC111269721,genemark-scaffold0000021584-processed-gene-0*2-mRNA-1,LOC100899893,IscW_ISCW004825,LOC107360317,ROOT,GO:0003676;GO:0005524
6,ACSP,ACSP-0001,LOC111252709,LOC111264951,maker-scaffold0000002715-augustus-gene-0*5-mRNA-1,LOC100904860,IscW_ISCW000348,LOC107371338,ROOT,GO:0005515
6,AEUW,AEUW-0001,LOC111252710,LOC111263033,maker-scaffold0000006875-augustus-gene-0*29-mRNA-1,LOC100902863,IscW_ISCW023348,LOC107368927,ROOT,GO:0005515
6,ADVX,ADVX-0001,LOC111252714,LOC111271636,maker-scaffold0000002223-augustus-gene-0*8-mRNA-1,LOC100906534,IscW_ISCW006326,LOC107369845,ROOT,GO:0030042;GO:0003779;GO:0015629
6,AGQE,AGQE-0001,LOC111252717,LOC111269236,maker-scaffold0000010317-augustus-gene-0*85-mRNA-1,LOC100905027,IscW_ISCW020196,LOC107365139,ROOT,GO:0009072;GO:0004334
6,AFQC,AFQC-0001,LOC111252718,LOC111269245,maker-scaffold0000010317-augustus-gene-0*87-mRNA-1,LOC100906121,IscW_ISCW009966,LOC107364785,ROOT,GO:0008290;GO:0003779;GO:0051016;GO:0005737
6,AGZF,AGZF-0001,LOC111252719,LOC111272797,maker-scaffold0000000865-augustus-gene-0*35-mRNA-1,LOC108865250,IscW_ISCW022269,LOC107359647,ROOT,NA
6,ABCI,ABCI-0003,LOC111252721,LOC111273453,genemark-scaffold0000030528-processed-gene-0*3-mRNA-1,LOC100901361,IscW_ISCW000831,LOC107365132,ROOT,GO:0016020;GO:0048666;GO:0005524;GO:0007169;GO:0004714;GO:0000187;GO:0005515
6,ADJG,ADJG-0001,LOC111252723,LOC111260165,maker-scaffold0000034079-augustus-gene-0*73-mRNA-1,LOC100905811,IscW_ISCW005035,LOC107363097,ROOT,GO:0035556;GO:0016055;GO:0005515
6,AFMZ,AFMZ-0001,LOC111252724,LOC111272424,maker-scaffold0000031405-augustus-gene-0*31-mRNA-1,LOC100909163,IscW_ISCW024462,LOC107370023,ROOT,GO:0016020
6,ABDE,ABDE-0006,LOC111252725,LOC111264829,augustus-scaffold0000012314-processed-gene-0*3-mRNA-1,LOC100897254,IscW_ISCW012205,LOC107365272,ROOT,GO:0016486;GO:0004222
6,ABCR,ABCR-0014,LOC111252726,LOC111258819,maker-scaffold0000006429-augustus-gene-0*15-mRNA-1,LOC100906063,IscW_ISCW009102,LOC107359342,ROOT,GO:0016747
6,AGRY,AGRY-0001,LOC111252727,LOC111265232,maker-scaffold0000002417-augustus-gene-0*27-mRNA-1,LOC100905104,IscW_ISCW023307,LOC107365319,ROOT,GO:0030276;GO:0003779;GO:0006897;GO:0005543
6,ABXG,ABXG-0001,LOC111252732,LOC111266329,maker-scaffold0000022777-augustus-gene-0*15-mRNA-1,LOC100903472,IscW_ISCW023653,LOC107371158,ROOT,GO:0016021;GO:0017157;GO:0005484;GO:0000149;GO:0006886
6,ABID,ABID-0006,LOC111252734,LOC111270469,maker-scaffold0000004751-augustus-gene-0*6-mRNA-1,LOC100899745,IscW_ISCW023206,LOC107366040,ROOT,GO:0005634;GO:0005515
6,AHKU,AHKU-0001,LOC111252737,LOC111270456,augustus-scaffold0000016119-processed-gene-0*17-mRNA-1,LOC100909154,IscW_ISCW020791,LOC107359108,ROOT,GO:0016021;GO:0006744;GO:0004659
6,ABEW,ABEW-0002,LOC111252744,LOC111265146,maker-scaffold0000033455-augustus-gene-0*58-mRNA-1,LOC100903641,IscW_ISCW001558,LOC107362891,ROOT,GO:0007264;GO:0005525;GO:0005622
6,AFBG,AFBG-0001,LOC111252746,LOC111265147,maker-scaffold0000033455-augustus-gene-0*60-mRNA-1,LOC100900864,IscW_ISCW009482,LOC107363484,ROOT,GO:0016021
6,AEQV,AEQV-0001,LOC111252747,LOC111260143,augustus-scaffold0000004816-processed-gene-0*41-mRNA-1,LOC100898527,IscW_ISCW006911,LOC107371738,ROOT,GO:0004326;GO:0005524;GO:0009396
6,AEMZ,AEMZ-0001,LOC111252749,LOC111263025,augustus-scaffold0000006875-processed-gene-0*16-mRNA-1,LOC100903902,IscW_ISCW015753,LOC107360216,ROOT,GO:0003676;GO:0005515
6,ABLT,ABLT-0002,LOC111252755,LOC111266535,maker-scaffold0000001742-augustus-gene-0*53-mRNA-1,LOC100897988,IscW_ISCW005296,LOC107364381,ROOT,GO:0016491
6,ACKL,ACKL-0002,LOC111252756,LOC111261273,augustus-scaffold0000020373-processed-gene-0*17-mRNA-1,LOC100901158,IscW_ISCW011349,LOC107368694,ROOT,GO:0005515
6,AINB,AINB-0001,LOC111252757,LOC111267029,maker-scaffold0000009539-augustus-gene-0*40-mRNA-1,LOC100904957,IscW_ISCW000885,LOC107361868,ROOT,GO:0008184;GO:0005975;GO:0030170
6,ABFU,ABFU-0004,LOC111252760,LOC111271398,genemark-scaffold0000009623-processed-gene-0*7-mRNA-1,LOC100897248,IscW_ISCW012894,LOC107367026,ROOT,GO:0004725;GO:0006470
6,ACWJ,ACWJ-0002,LOC111252762,LOC111265908,maker-scaffold0000001742-augustus-gene-0*56-mRNA-1,LOC100897563,IscW_ISCW006941,LOC107364953,ROOT,GO:0006464;GO:0032452;GO:0051213;GO:0016577;GO:0016491;GO:0016569;GO:0048523;GO:0005488;GO:0005634;GO:0050794;GO:0006355
6,ADFR,ADFR-0001,LOC111252763,LOC111265909,maker-scaffold0000026522-augustus-gene-0*9-mRNA-1,LOC100902176,IscW_ISCW014399,LOC107366512,ROOT,GO:0016580;GO:0005829;GO:0016579;GO:0042826;GO:0004407;GO:0042803;GO:0016575;GO:0000122;GO:0043065;GO:0016604
6,ACES,ACES-0001,LOC111252765,LOC111267057,maker-scaffold0000001415-augustus-gene-0*15-mRNA-1,LOC100906544,IscW_ISCW020955,LOC107363758,ROOT,GO:0000209;GO:0006513;GO:0042534;GO:0061631;GO:0031625;GO:0035966;GO:0000151;GO:0000166;GO:0030433;GO:0016569;GO:1904153;GO:0061630;GO:1903955;GO:0048471;GO:0007286;GO:0006281;GO:0018279;GO:0043234;GO:0005789;GO:0006355
6,ADZM,ADZM-0001,LOC111252766,LOC111267224,maker-scaffold0000010708-augustus-gene-0*14-mRNA-1,LOC100897792,IscW_ISCW003251,LOC107368159,ROOT,GO:0016428
6,AJPI,AJPI-0001,LOC111252767,LOC111263056,maker-scaffold0000004181-augustus-gene-0*5-mRNA-1,LOC108864840,IscW_ISCW013397,LOC107365165,ROOT,GO:0035023;GO:0005089
6,ACPF,ACPF-0001,LOC111252770,LOC111267230,maker-scaffold0000011836-augustus-gene-0*18-mRNA-1,LOC100897646,IscW_ISCW014083,LOC107363690,ROOT,GO:0004816;GO:0005524;GO:0005737;GO:0006421
6,AISB,AISB-0001,LOC111252771,LOC111262454,maker-scaffold0000017160-augustus-gene-0*21-mRNA-1,LOC100904195,IscW_ISCW020550,LOC107363442,ROOT,GO:0005759
6,AEQF,AEQF-0001,LOC111252772,LOC111272093,maker-scaffold0000024565-augustus-gene-0*37-mRNA-1,LOC108864147,IscW_ISCW000347,LOC107367133,ROOT,GO:0005515
6,ABMW,ABMW-0001,LOC111252780,LOC111263040,genemark-scaffold0000010669-processed-gene-0*4-mRNA-1,LOC100901884,IscW_ISCW005143,LOC107364902,ROOT,GO:0016746;GO:0008152
6,ABOP,ABOP-0005,LOC111252784,LOC111263600,maker-scaffold0000000112-augustus-gene-0*39-mRNA-1,LOC100902300,IscW_ISCW018089,LOC107371323,ROOT,GO:0003968
6,AEOF,AEOF-0001,LOC111252786,LOC111267268,maker-scaffold0000015201-augustus-gene-0*53-mRNA-1,LOC100905944,IscW_ISCW016289,LOC107362178,ROOT,GO:0003723
6,AGOE,AGOE-0001,LOC111252787,LOC111265613,maker-scaffold0000022567-augustus-gene-0*72-mRNA-1,LOC100905165,IscW_ISCW006915,LOC107366711,ROOT,GO:0071704;GO:0044281;GO:0005739;GO:0044237;GO:0016788
6,AIJQ,AIJQ-0001,LOC111252788,LOC111270720,maker-scaffold0000003871-augustus-gene-0*11-mRNA-1,LOC100902418,IscW_ISCW002970,LOC107371329,ROOT,GO:0005515
6,ACMP,ACMP-0001,LOC111252789,LOC111265893,augustus-scaffold0000000170-processed-gene-0*16-mRNA-1,LOC100909101,IscW_ISCW001315,LOC107371191,ROOT,GO:0016567;GO:0004842;GO:0008270;GO:0005515
6,AESN,AESN-0001,LOC111252792,LOC111261886,augustus-scaffold0000000200-processed-gene-0*6-mRNA-1,LOC100900988,IscW_ISCW022763,LOC107371433,ROOT,GO:0003676;GO:0005515
6,AEVS,AEVS-0001,LOC111252794,LOC111273842,augustus-scaffold0000016800-processed-gene-0*10-mRNA-1,LOC100908250,IscW_ISCW018698,LOC107360307,ROOT,GO:0010390;GO:0004842
6,AFDZ,AFDZ-0001,LOC111252795,LOC111260144,maker-scaffold0000004816-augustus-gene-0*67-mRNA-1,LOC100905374,IscW_ISCW015444,LOC107366480,ROOT,GO:0006810;GO:0016020;GO:0005737
6,AEKI,AEKI-0001,LOC111252797,LOC111271983,genemark-scaffold0000012479-processed-gene-0*9-mRNA-1,LOC100899994,IscW_ISCW001948,LOC107363175,ROOT,GO:0003723
6,ADWH,ADWH-0001,LOC111252799,LOC111270340,maker-scaffold0000033219-augustus-gene-0*22-mRNA-1,LOC108865072,IscW_ISCW016693,LOC107364504,ROOT,NA
6,ABED,ABED-0003,LOC111252802,LOC111266438,maker-scaffold0000025773-augustus-gene-1*122-mRNA-1,LOC100907126,IscW_ISCW005933,LOC107359812,ROOT,GO:0005524
6,ADTP,ADTP-0001,LOC111252803,LOC111265481,maker-scaffold0000000235-augustus-gene-0*21-mRNA-1,LOC100905933,IscW_ISCW022213,LOC107371418,ROOT,GO:0035023;GO:0005089
6,ABQZ,ABQZ-0001,LOC111252804,LOC111265442,augustus-scaffold0000002599-processed-gene-0*13-mRNA-1,LOC100909109,IscW_ISCW009233,LOC107364315,ROOT,GO:0005829;GO:0001578;GO:0000278;GO:1903078;GO:0005875;GO:0043065;GO:0072321;GO:0045121;GO:0005886;GO:0035594;GO:0005813;GO:0046907;GO:0042599;GO:1900006;GO:0000776;GO:0001934;GO:0005881;GO:0031116;GO:0042803;GO:1901588;GO:0031901;GO:0010828;GO:0044091;GO:0045807;GO:0061024;GO:0005882;GO:0032588;GO:0051010;GO:0007062;GO:0005634;GO:0031115;GO:0018230;GO:0030424;GO:0044354;GO:0008270;GO:0045444;GO:0035371;GO:0055038;GO:0005819
6,ADWF,ADWF-0001,LOC111252809,LOC111266349,maker-scaffold0000025773-augustus-gene-1*128-mRNA-1,LOC100898244,IscW_ISCW013135,LOC107362678,ROOT,NA
6,AFUM,AFUM-0001,LOC111252810,LOC111266022,maker-scaffold0000025773-augustus-gene-0*54-mRNA-1,LOC100900741,IscW_ISCW019972,LOC107370391,ROOT,GO:0003676
6,AIMT,AIMT-0001,LOC111252811,LOC111265482,maker-scaffold0000008023-augustus-gene-0*32-mRNA-1,LOC100907286,IscW_ISCW014873,LOC107371597,ROOT,GO:0042147;GO:0030906;GO:0015031
